dealdate,section,dealtime,priceClose,TendSummary
20200304,1,092400,11332.00,1
20200304,1,092500,11337.00,1
20200304,1,092600,11330.00,1
20200304,1,092700,11333.00,1
20200304,1,092800,11335.00,1
20200304,1,092900,11325.00,1
20200304,1,093000,11335.00,-1
20200304,1,093100,11329.00,1
20200304,1,093200,11327.00,1
20200304,1,093300,11319.00,1
20200304,1,093400,11328.00,1
20200304,1,093500,11330.00,1
20200304,1,093600,11329.00,1
20200304,1,093700,11315.00,1
20200304,1,093800,11316.00,1
20200304,1,093900,11305.00,1
20200304,1,094000,11307.00,1
20200304,1,094100,11306.00,1
20200304,1,094200,11299.00,1
20200304,1,094300,11299.00,1
20200304,1,094400,11294.00,1
20200304,1,094500,11293.00,1
20200304,1,094600,11300.00,1
20200304,1,094700,11292.00,1
20200304,1,094800,11288.00,1
20200304,1,094900,11288.00,1
20200304,1,095000,11301.00,1
20200304,1,095100,11303.00,1
20200304,1,095200,11298.00,1
20200304,1,095300,11301.00,1
20200304,1,095400,11306.00,1
20200304,1,095500,11313.00,1
20200304,1,095600,11305.00,1
20200304,1,095700,11311.00,1
20200304,1,095800,11305.00,1
20200304,1,095900,11308.00,1
20200304,1,100000,11298.00,1
20200304,1,100100,11302.00,1
20200304,1,100200,11298.00,1
20200304,1,100300,11294.00,1
20200304,1,100400,11293.00,1
20200304,1,100500,11296.00,1
20200304,1,100600,11295.00,1
20200304,1,100700,11289.00,1
20200304,1,100800,11289.00,1
20200304,1,100900,11285.00,1
20200304,1,101000,11289.00,1
20200304,1,101100,11288.00,1
20200304,1,101200,11284.00,1
20200304,1,101300,11283.00,1
20200304,1,101400,11275.00,1
20200304,1,101500,11277.00,1
20200304,1,101600,11281.00,1
20200304,1,101700,11283.00,1
20200304,1,101800,11284.00,1
20200304,1,101900,11287.00,1
20200304,1,102000,11291.00,1
20200304,1,102100,11305.00,1
20200304,1,102200,11300.00,1
20200304,1,102300,11303.00,1
20200304,1,102400,11306.00,1
20200304,1,102500,11311.00,1
20200304,1,102600,11312.00,1
20200304,1,102700,11312.00,1
20200304,1,102800,11315.00,1
20200304,1,102900,11318.00,1
20200304,1,103000,11313.00,1
20200304,1,103100,11317.00,1
20200304,1,103200,11320.00,1
20200304,1,103300,11322.00,1
20200304,1,103400,11326.00,1
20200304,1,103500,11332.00,1
20200304,1,103600,11329.00,1
20200304,1,103700,11330.00,1
20200304,1,103800,11327.00,1
20200304,1,103900,11326.00,1
20200304,1,104000,11333.00,1
20200304,1,104100,11331.00,1
20200304,1,104200,11334.00,1
20200304,1,104300,11343.00,1
20200304,1,104400,11335.00,1
20200304,1,104500,11340.00,1
20200304,1,104600,11340.00,1
20200304,1,104700,11340.00,1
20200304,1,104800,11339.00,1
20200304,1,104900,11343.00,-1
20200304,1,105000,11335.00,1
20200304,1,105100,11333.00,1
20200304,1,105200,11336.00,1
20200304,1,105300,11333.00,1
20200304,1,105400,11332.00,1
20200304,1,105500,11332.00,1
20200304,1,105600,11334.00,1
20200304,1,105700,11334.00,1
20200304,1,105800,11333.00,1
20200304,1,105900,11337.00,1
20200304,1,110000,11337.00,1
20200304,1,110100,11339.00,1
20200304,1,110200,11341.00,1
20200304,1,110300,11348.00,1
20200304,1,110400,11349.00,1
20200304,1,110500,11350.00,1
20200304,1,110600,11354.00,-1
20200304,1,110700,11354.00,-1
20200304,1,110800,11358.00,-1
20200304,1,110900,11364.00,-1
20200304,1,111000,11359.00,-1
20200304,1,111100,11353.00,-1
20200304,1,111200,11355.00,-1
20200304,1,111300,11357.00,-1
20200304,1,111400,11357.00,-1
20200304,1,111500,11355.00,-1
20200304,1,111600,11358.00,-1
20200304,1,111700,11361.00,-1
20200304,1,111800,11362.00,-1
20200304,1,111900,11366.00,-1
20200304,1,112000,11355.00,-1
20200304,1,112100,11352.00,-1
20200304,1,112200,11353.00,-1
20200304,1,112300,11350.00,-1
20200304,1,112400,11352.00,-1
20200304,1,112500,11354.00,-1
20200304,1,112600,11352.00,-1
20200304,1,112700,11352.00,-1
20200304,1,112800,11348.00,1
20200304,1,112900,11350.00,-1
20200304,1,113000,11351.00,-1
20200304,1,113100,11345.00,1
20200304,1,113200,11346.00,-1
20200304,1,113300,11339.00,1
20200304,1,113400,11338.00,1
20200304,1,113500,11335.00,1
20200304,1,113600,11340.00,1
20200304,1,113700,11337.00,1
20200304,1,113800,11335.00,1
20200304,1,113900,11337.00,1
20200304,1,114000,11341.00,1
20200304,1,114100,11343.00,1
20200304,1,114200,11348.00,1
20200304,1,114300,11348.00,1
20200304,1,114400,11350.00,0
20200304,1,114500,11353.00,-1
20200304,1,114600,11347.00,1
20200304,1,114700,11348.00,-1
20200304,1,114800,11350.00,-1
20200304,1,114900,11349.00,-1
20200304,1,115000,11349.00,-1
20200304,1,115100,11352.00,-1
20200304,1,115200,11353.00,-1
20200304,1,115300,11351.00,-1
20200304,1,115400,11354.00,-1
20200304,1,115500,11353.00,-1
20200304,1,115600,11350.00,-1
20200304,1,115700,11350.00,-1
20200304,1,115800,11351.00,-1
20200304,1,115900,11351.00,-1
20200304,1,120000,11350.00,-1
20200304,1,120100,11342.00,1
20200304,1,120200,11343.00,1
20200304,1,120300,11350.00,-1
20200304,1,120400,11343.00,1
20200304,1,120500,11345.00,1
20200304,1,120600,11339.00,1
20200304,1,120700,11341.00,1
20200304,1,120800,11343.00,1
20200304,1,120900,11339.00,1
20200304,1,121000,11335.00,1
20200304,1,121100,11339.00,1
20200304,1,121200,11340.00,1
