7.034605741500854492e-01,2.965393662452697754e-01
6.251407265663146973e-01,3.748593628406524658e-01
5.504581332206726074e-01,4.495418667793273926e-01
5.374003648757934570e-01,4.625996351242065430e-01
5.144031643867492676e-01,4.855968356132507324e-01
5.077905058860778809e-01,4.922094643115997314e-01
4.943109750747680664e-01,5.056890845298767090e-01
5.093603134155273438e-01,4.906397163867950439e-01
4.943109750747680664e-01,5.056890845298767090e-01
4.740030169486999512e-01,5.259970426559448242e-01
4.855554401874542236e-01,5.144445300102233887e-01
4.579170644283294678e-01,5.420829653739929199e-01
4.822012484073638916e-01,5.177987813949584961e-01
5.296697020530700684e-01,4.703303277492523193e-01
5.004029273986816406e-01,4.995970427989959717e-01
4.643239974975585938e-01,5.356760621070861816e-01
5.673233866691589355e-01,4.326766133308410645e-01
4.961739778518676758e-01,5.038259625434875488e-01
5.771164298057556152e-01,4.228835403919219971e-01
5.406638383865356445e-01,4.593361914157867432e-01
5.122146010398864746e-01,4.877853989601135254e-01
5.335290431976318359e-01,4.664709270000457764e-01
4.024960100650787354e-01,5.975039601325988770e-01
2.792492210865020752e-01,7.207508087158203125e-01
2.693228721618652344e-01,7.306771278381347656e-01
2.690034806728363037e-01,7.309964895248413086e-01
2.689443230628967285e-01,7.310556769371032715e-01
2.689470350742340088e-01,7.310529947280883789e-01
2.695089876651763916e-01,7.304909825325012207e-01
2.690908312797546387e-01,7.309091687202453613e-01
2.689521014690399170e-01,7.310479283332824707e-01
2.692521810531616211e-01,7.307478189468383789e-01
2.697383463382720947e-01,7.302616834640502930e-01
3.128593862056732178e-01,6.871406435966491699e-01
2.749961912631988525e-01,7.250038385391235352e-01
2.940706610679626465e-01,7.059292793273925781e-01
2.875448167324066162e-01,7.124551534652709961e-01
2.999235689640045166e-01,7.000764012336730957e-01
2.883907556533813477e-01,7.116092443466186523e-01
3.294236660003662109e-01,6.705763339996337891e-01
2.690229415893554688e-01,7.309770584106445312e-01
2.756292223930358887e-01,7.243707776069641113e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414918422698975e-01,7.310584783554077148e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689415216445922852e-01,7.310584783554077148e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689420282840728760e-01,7.310579419136047363e-01
2.689468562602996826e-01,7.310531139373779297e-01
2.689435780048370361e-01,7.310564517974853516e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414322376251221e-01,7.310585975646972656e-01
2.689414620399475098e-01,7.310585379600524902e-01
2.689418792724609375e-01,7.310581803321838379e-01
2.689415514469146729e-01,7.310584783554077148e-01
2.689481973648071289e-01,7.310518622398376465e-01
2.689832448959350586e-01,7.310168147087097168e-01
2.689430117607116699e-01,7.310569286346435547e-01
2.691062390804290771e-01,7.308937311172485352e-01
2.690607309341430664e-01,7.309392094612121582e-01
2.690013945102691650e-01,7.309985756874084473e-01
2.700125277042388916e-01,7.299875020980834961e-01
2.690714597702026367e-01,7.309285402297973633e-01
2.737562954425811768e-01,7.262437343597412109e-01
2.747934758663177490e-01,7.252065539360046387e-01
3.939190804958343506e-01,6.060809493064880371e-01
3.035328090190887451e-01,6.964672207832336426e-01
3.995111286640167236e-01,6.004889011383056641e-01
4.055607914924621582e-01,5.944392085075378418e-01
4.139979481697082520e-01,5.860020518302917480e-01
3.973618745803833008e-01,6.026381254196166992e-01
4.175148010253906250e-01,5.824851989746093750e-01
4.193409085273742676e-01,5.806590914726257324e-01
4.198838174343109131e-01,5.801161527633666992e-01
