tendPredict,tendPredictEMAn,tendBase,preStopGainLoseTend,preStopCountdown,baseTime,basePrice,tendInventory,inventoryPL,inventoryPLmax,inventoryPLmin,settlePL,settleLoseWorst,settlePLsum,settlePLsumMax,settlePLsumMin,buySaleTimes,dealdate,section,dealtime,priceClose,TendSummary
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,75.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094200,11180.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,60.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094300,11165.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,53.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094400,11158.00,1
0.73105853796005249,0.73105853796005249,1,0,0,090700,11105.00,1,45.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094500,11150.00,1
0.73105818033218384,0.73105818033218384,1,0,0,090700,11105.00,1,44.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094600,11149.00,1
0.73105847835540771,0.73105847835540771,1,0,0,090700,11105.00,1,43.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094700,11148.00,1
0.73105186223983765,0.73105186223983765,1,0,0,090700,11105.00,1,51.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094800,11156.00,1
0.73101681470870972,0.73101681470870972,1,0,0,090700,11105.00,1,49.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,094900,11154.00,1
0.73105692863464355,0.73105692863464355,1,0,0,090700,11105.00,1,51.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095000,11156.00,1
0.73089373111724854,0.73089373111724854,1,0,0,090700,11105.00,1,54.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095100,11159.00,1
0.73093920946121216,0.73093920946121216,1,0,0,090700,11105.00,1,63.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095200,11168.00,1
0.73099857568740845,0.73099857568740845,1,0,0,090700,11105.00,1,61.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095300,11166.00,1
0.7299875020980835,0.7299875020980835,1,0,0,090700,11105.00,1,55.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095400,11160.00,1
0.73092854022979736,0.73092854022979736,1,0,0,090700,11105.00,1,44.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095500,11149.00,1
0.72624373435974121,0.72624373435974121,1,0,0,090700,11105.00,1,33.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095600,11138.00,1
0.72520655393600464,0.72520655393600464,1,0,0,090700,11105.00,1,34.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095700,11139.00,1
0.606080949306488,0.606080949306488,1,0,0,090700,11105.00,1,35.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095800,11140.00,1
0.69646722078323364,0.69646722078323364,1,0,0,090700,11105.00,1,27.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,095900,11132.00,1
0.60048890113830566,0.60048890113830566,1,0,0,090700,11105.00,1,18.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100000,11123.00,1
0.59443920850753784,0.59443920850753784,1,0,0,090700,11105.00,1,13.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100100,11118.00,1
0.58600205183029175,0.58600205183029175,1,0,0,090700,11105.00,1,15.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100200,11120.00,1
0.6026381254196167,0.6026381254196167,1,0,0,090700,11105.00,1,32.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100300,11137.00,1
0.58248519897460938,0.58248519897460938,1,0,0,090700,11105.00,1,38.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100400,11143.00,1
0.58065909147262573,0.58065909147262573,1,0,0,090700,11105.00,1,47.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100500,11152.00,1
0.5801161527633667,0.5801161527633667,1,0,0,090700,11105.00,1,43.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100600,11148.00,1
0.58085131645202637,0.58085131645202637,1,0,0,090700,11105.00,1,48.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100700,11153.00,1
0.55021369457244873,0.55021369457244873,1,0,0,090700,11105.00,1,45.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100800,11150.00,1
0.56903177499771118,0.56903177499771118,1,0,0,090700,11105.00,1,51.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,100900,11156.00,1
0.5634954571723938,0.5634954571723938,1,0,0,090700,11105.00,1,55.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101000,11160.00,1
0.57265645265579224,0.57265645265579224,1,0,0,090700,11105.00,1,57.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101100,11162.00,1
0.52422034740448,0.52422034740448,1,0,0,090700,11105.00,1,58.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101200,11163.00,1
0.58426946401596069,0.58426946401596069,1,0,0,090700,11105.00,1,67.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101300,11172.00,1
0.55588835477828979,0.55588835477828979,1,0,0,090700,11105.00,1,65.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101400,11170.00,1
0.57293599843978882,0.57293599843978882,1,0,0,090700,11105.00,1,66.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101500,11171.00,1
0.52630239725112915,0.52630239725112915,1,0,0,090700,11105.00,1,71.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101600,11176.00,1
0.56422799825668335,0.56422799825668335,1,0,0,090700,11105.00,1,78.00,82.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101700,11183.00,1
0.73099386692047119,0.73099386692047119,1,0,0,090700,11105.00,1,83.00,83.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101800,11188.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,86.00,86.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,101900,11191.00,1
